nomsuc2,numinv,caract,marca,color,moduni,numser,nomsuc1,diasapar,nomvenapar,diaseninv,numfacc,fecreg,tipocompra,obs_veh,nummot,numinv2,tipuni,llaves,desnac_imp,modellinea,descvers,ctoori,ctocon,ctototal
"BODEGA TUXTEPEC","31671","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/GRIS","2026","3N6AD35A6TL667140","TUXTEPEC",0,"",14,"4184134",07/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699356H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"PEÑUELA","31694","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35AXTL667562","CORDOBA",0,"",11,"4185065",10/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699722H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"BODEGA TUXTEPEC","31712","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/GRIS","2026","3N6AD35A2TL668107","TUXTEPEC",0,"",10,"4185819",11/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25700002H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"BODEGA TUXTEPEC","31713","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/GRIS","2026","3N6AD35A5TL667873","TUXTEPEC",0,"",10,"4185820",11/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25700328H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31752","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A9TL668833","TUXTEPEC",0,"",7,"4187237",14/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25700726H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31755","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A2TL668740","JUCHITAN",0,"",7,"4187236",14/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25701728H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31767","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A5TL668957","TUXTEPEC",0,"",4,"4188035",17/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25701880H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31779","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A6TL669194","ORIZABA",0,"",3,"4188403",18/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25702246H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31796","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/GRIS","2026","3N6AD35A7TL669625","TIERRA BLANCA",0,"",2,"4188981",19/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25701346H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31808","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A0TL670020","ORIZABA",0,"",1,"4189749",20/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25702008H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31820","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/GRIS","2026","3N6AD35A9TL670002","TUXTEPEC",0,"",1,"4189932",20/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25702050H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","31821","NP300 CHASIS CAB VDC 2.5L 4 CIL TM 4X2 AA","NISSAN","PLATA/GRIS","2026","3N6AD35A2TL664042","TUXTEPEC",0,"",1,"4189931",20/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25696502H","","GCMA7","","NACIONAL","","",378891.10,0.00,378891.10
"EN TRANSITO","30494","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A0TL650028","CORDOBA",0,"",106,"4136341",07/05/2026,"P2F","PENDIENTE CANCELACION","QR25681095H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","30772","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A9TL653171","JUCHITAN",0,"",85,"4144484",28/05/2026,"PV3","BARRA DEPORTIVA, TUMBABURROS DEPORTIVO $13,120","QR25685091H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","30773","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL653791","JUCHITAN",0,"",85,"4146004",28/05/2026,"PV3","BARRA DEPORTIVA, TUMABURROS DEPORTIVO $ 13,120","QR25685230H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","30935","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A3TL654722","ORIZABA",0,"SIRENIA DIAZ LAVALLE",74,"4151112",08/06/2026,"PV3","21/08/26 524 APOLONIA MORALES BRAS | CAJA DE HERRAMIENTA + ESTRIBO+ PORTA PLACA+TEPETE","QR25685657H","","GFMB2","","NACIONAL","","",380248.26,16869.23,397117.49
"PEÑUELA","30939","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A1TL656632","CORDOBA",0,"",74,"4151111",08/06/2026,"PF5","DISPONIBLE | FLOTILLA","QR25688730H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","30940","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL656830","CORDOBA",0,"",74,"4151114",08/06/2026,"PF5","DISPONIBLE | FLOTILLA","QR25689181H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","30941","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A9TL656782","CORDOBA",0,"",74,"4151115",08/06/2026,"PF5","DISPONIBLE | FLOTILLA","QR25689033H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","31013","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL656262","CORDOBA",0,"",70,"4153768",12/06/2026,"PF5","DISPONIBLE | FLOTILLA","QR25688172H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","31038","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL657847","ORIZABA",0,"",67,"4155066",15/06/2026,"PV3","ESTRIBO+ BEDLINDER+ PORTAPLACA+ TAPETE","QR25689800H","","GFMB2","","NACIONAL","","",380248.26,11599.52,391847.78
"BODEGA ORIZABA","31135","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL659226","ORIZABA",0,"",60,"4158706",22/06/2026,"PV3","BEDLINER + TAPETE + PORTAPLACA","QR25691376H","","GFMB2","","NACIONAL","","",380248.26,5091.19,385339.45
"BODEGA ORIZABA","31184","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL659509","ORIZABA",0,"",56,"4161984",26/06/2026,"PV3","UNIDAD ROTULADA EN EXHIBICION","QR25691255H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","31212","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL659484","JUCHITAN",0,"",56,"4162413",26/06/2026,"PV3","DAÑO RAYON","QR25692844H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","31358","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL662473","JUCHITAN",0,"",41,"4169972",11/07/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25695129H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","31359","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33AXTL660968","JUCHITAN",0,"",41,"4169973",11/07/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25692192H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA TUXTEPEC","31365","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A3TL662531","TUXTEPEC",1,"JOSE ANTONIO PEREZ M",38,"4170641",14/07/2026,"PV3","20/08/26 524 LEONARDO ANDRADE SANCHEZ","QR25694455H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","31370","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL661549","JUCHITAN",0,"",38,"4170642",14/07/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25693680H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","31375","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL662859","ORIZABA",0,"",37,"4171581",15/07/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25695549H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","31376","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL661891","ORIZABA",0,"",37,"4171584",15/07/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25694870H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","31377","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A8TL662430","ORIZABA",0,"",37,"4171585",15/07/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25693839H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","31380","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL662456","CORDOBA",0,"",37,"4171580",15/07/2026,"PV3","18/08/26 416 GENOVEVA MENDOZA ALCANTARA | ESTRIBOS DEPORTIVOS, PORTAPLACA, NITRO ACCESORIO TAPON","QR25694160H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","31381","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL661946","CORDOBA",0,"",37,"4171582",15/07/2026,"PV3","19/08/26 416 JIMMY JONATHAN ZUÑIGA RINCON","QR25693995H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","31382","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A5TL663261","CORDOBA",0,"",37,"4171583",15/07/2026,"PV3","ESTRIBOS DEPORTIVOS, PORTAPLACA, NITRO ACCESORIO TAPON","QR25696270H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA ORIZABA","31389","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL662313","ORIZABA",0,"",36,"4172541",16/07/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25694843H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA TUXTEPEC","31390","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A0TL661160","TUXTEPEC",0,"",36,"4172688",16/07/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25693690H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA JUCHITAN","31391","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A8TL661195","JUCHITAN",0,"",36,"4172689",16/07/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25692541H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"BODEGA TUXTEPEC","31527","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL661047","TUXTEPEC",0,"",22,"4178931",30/07/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","QR25692330H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"EN TRANSITO","31534","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL661064","SALINA CRUZ",0,"",22,"4178932",30/07/2026,"PDE","DEMO | SALINA CRUZ 31 JULIO 26","QR25692335H","","GFMB2","","NACIONAL","","",380248.26,0.00,380248.26
"PEÑUELA","31574","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33AXTL666415","CORDOBA",0,"",17,"4181938",04/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25698059H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA ORIZABA","31597","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A3TL666501","ORIZABA",0,"",16,"4182577",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699431H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA ORIZABA","31598","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A7TL666520","ORIZABA",0,"",16,"4182579",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699471H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA ORIZABA","31599","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A9TL666700","ORIZABA",0,"",16,"4182581",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25698820H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"PEÑUELA","31613","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL666380","CORDOBA",0,"",16,"4182578",05/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25698852H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"PEÑUELA","31614","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A7TL666548","CORDOBA",0,"",16,"4182580",05/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699348H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA TUXTEPEC","31622","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A0TL666682","TUXTEPEC",0,"",16,"4182678",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25698668H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA TUXTEPEC","31623","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A3TL666546","TUXTEPEC",0,"",16,"4182680",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699350H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA TUXTEPEC","31624","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A6TL666590","TUXTEPEC",0,"",16,"4182682",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699404H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA JUCHITAN","31636","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A2TL666523","JUCHITAN",0,"",16,"4182679",05/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699495H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA JUCHITAN","31637","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A8TL666493","JUCHITAN",0,"",16,"4182684",05/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699452H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA SALINA CRUZ","31646","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A0TL666519","SALINA CRUZ",0,"",16,"4182677",05/08/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699474H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA ORIZABA","31655","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A9TL666518","ORIZABA",0,"",15,"4183161",06/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699473H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA JUCHITAN","31663","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL666636","JUCHITAN",0,"",15,"4183367",06/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25698801H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA TIERRABLANCA","31665","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A1TL667324","TIERRA BLANCA",1,"PATRICIA HERNANDEZ M",14,"4184008",07/08/2026,"PV3","20/08/26 406 PANZO PANZO NABOR","QR25700476H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"BODEGA JUCHITAN","31718","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33AXTL667905","JUCHITAN",0,"",10,"4185829",11/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25699551H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31732","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A7TL668204","SALINA CRUZ",0,"",9,"4186410",12/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25700820H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31751","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A4TL668337","TUXTEPEC",0,"",7,"4187242",14/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25700220H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31760","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33AXTL669184","CORDOBA",0,"",4,"4187979",17/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25702254H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31761","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A1TL669039","CORDOBA",0,"",4,"4187978",17/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25702082H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31764","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/NEGRO","2026","3N6AD33A0TL669260","TUXTEPEC",0,"",4,"4188036",17/08/2026,"PV3","DETENIDA EN PLANTA VALIDACION DE CALIDAD","QR25702067H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31771","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","GRIS OXFORD/NEGRO","2026","3N6AD33A2TL669230","JUCHITAN",0,"",4,"4188038",17/08/2026,"PV3","18/08/26 406 CASTILLO MERINO FABIOLA ARACELY","QR25701929H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31791","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A3TL668510","SALINA CRUZ",1,"YARA LOPEZ NAJERA",3,"4188558",18/08/2026,"PV3","20/08/26 526 MARIO HERNANDEZ VILLALOBOS","QR25701410H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31806","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/NEGRO","2026","3N6AD33A0TL669789","ORIZABA",0,"MARIA GUADALUPE TERR",1,"4189750",20/08/2026,"PV3","21/08/26 524 EVA SILVA ROMERO","QR25702179H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31807","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","ROJO/NEGRO","2026","3N6AD33A2TL669793","ORIZABA",0,"ERICK MORENO ROJAS",1,"4189751",20/08/2026,"PV3","21/08/26 406 RINCON ARGUELLO JOSE MARTIN","QR25702936H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"EN TRANSITO","31815","FRONTIER SE 2.5L 4 CIL TM 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A4TL670072","CORDOBA",0,"",1,"4189752",20/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","QR25703220H","","GFMB2","","NACIONAL","","",380389.10,0.00,380389.10
"PEÑUELA","29741","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33AXTK817131","CORDOBA",0,"",165,"4106142",09/03/2026,"PV3","SEGURO DE LLANTA REFACC TIPO 1 $ 3,210 + CAJA DE HERRAMIENTAS $ 4,400.00","QR25669981H","","GFMB21","","NACIONAL","","",488094.26,0.00,488094.26
"BODEGA TUXTEPEC","29783","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A9TK825592","TUXTEPEC",0,"",162,"4107637",12/03/2026,"PV3","ESTRIBOS","QR25676948H","","GFMB21","","NACIONAL","","",488094.26,0.00,488094.26
"BODEGA JUCHITAN","29789","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A9TK824197","JUCHITAN",0,"",162,"4107635",12/03/2026,"PV3","BARRA DEPORTIVA, TUMABURROS DEPORTIVO $ 13,120","QR25676089H","","GFMB21","","NACIONAL","","",488094.26,13912.67,502006.93
"BODEGA SALINA CRUZ","29790","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A9TK824698","SALINA CRUZ",0,"",162,"4107636",12/03/2026,"PV3","SEGURO DE LLANTA REFACC TIPO 1 $ 3,210 + CAJA DE HERRAMIENTAS $ 4,400.00","QR25676726H","","GFMB21","","NACIONAL","","",488094.26,0.00,488094.26
"BODEGA ORIZABA","29825","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A7TK825820","ORIZABA",0,"",156,"4112737",18/03/2026,"PV3","SEGURO DE LLANTA REFACC TIPO 1 $ 3,210 + CAJA DE HERRAMIENTAS $ 4,400.00","QR25678406H","","GFMB21","","NACIONAL","","",488094.26,3442.48,491536.74
"PEÑUELA","29933","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","BLANCO/NEGRO","2026","3N6AD33A2TK825708","CORDOBA",0,"",150,"4116262",24/03/2026,"PV3","TUMBABURROS DEPORTIVO $ 13,120 + TAPETE HULE FRONTIER $ 1,570","QR25677646H","","GFMB21","","NACIONAL","","",488094.26,164188.54,652282.80
"BODEGA JUCHITAN","30017","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A0TK825593","JUCHITAN",0,"",150,"4116475",24/03/2026,"PV3","TUMBABURROS DEPORTIVO $ 13,120 + TAPETE HULE FRONTIER $ 1,570","QR25678052H","","GFMB21","","NACIONAL","","",488094.26,0.00,488094.26
"PEÑUELA","30167","FRONTIER LE 2.5L 4 CIL TM 4 PTAS 4X2 AA","NISSAN","PLATA/NEGRO","2026","3N6AD33A5TK827582","CORDOBA",0,"",144,"4121154",30/03/2026,"PV3","PORTAPLACAS CROMADO, NITRO ACCESORIO TAPON","QR25679778H","","GFMB21","","NACIONAL","","",488094.26,0.00,488094.26
